SongName	COUNT(*)
Tell Me (feat. Christina Aguilera)	3
Two Is Better Than One (feat. Taylor Swift)	2
Real World	6
Save Rock And Roll	1
Lady Godiva - Mono; 2003 Remaster	2
American Pie	1
Clint Eastwood	3
Kickstart My Heart	1
Pinball Wizard / See Me Feel Me	1
Funky Junky - Rap	1
Fraction Too Much Friction	4
Ocean (feat. Khalid)	2
Nu Flow	4
Let Me Blow Ya Mind	2
Keeping Score (feat. Paige IV)	2
Footloose	2
Drop the Game	2
Too Good At Goodbyes - Edit	2
Touch Me (Radio Edit)	2
Bad Blood	4
Run To Me	2
Lookin' Out My Back Door	1
Someday Soon	1
Wishes	5
Miss Freelove '69	3
Father's Day	4
(Lover) You Don't Treat Me No Good	4
I Will Return	2
(You're The) Devil In Disguise	2
Let the Franklin Flow	1
Rain	7
When I Get You Alone	5
Pass Out - Radio Edit	2
If It's Love	2
She's Not There	3
Changes	1
Belfast Child - Remastered 2002	1
You Right	1
Don't Do Me Like That	4
Moonlight Shadow - Remastered	2
Movin' Up	3
A Girl Like You	1
Why Don't You Get A Job	3
Stronger (What Doesn't Kill You)	3
Stickwitu - Avant Mix	1
Take a Picture	3
Open Arms	4
What It Feels Like for a Girl	3
You Keep Me Hangin' On	5
All We Have	1
Use Somebody	1
Back in Black	2
Midnight Memories	1
Need You Tonight	1
Current Stand	2
Dumb Things	1
You Give Love A Bad Name	4
Young Emotions - Remastered	2
Woman You're Breaking Me	2
All the Way	3
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)	1
Lonely Boy	3
Fox On The Run	1
Light Surrounding You	2
Hey Girl	1
Take It Easy - 2013 Remaster	1
Drop the Boy	3
A Little Bit Me, a Little Bit You	1
I Can't Make You Love Me	1
Until It Sleeps	1
New York Mining Disaster 1941	2
Hymn to Her - 2007 Remaster	2
Baby Sittin' Boogie - Radio Version	3
Mr Wendal - Remastered 2002	2
Bad Day	2
We Are Never Ever Getting Back Together	2
Build Me up Buttercup (Re-Recorded)	3
As The Days Go By	1
Earthquake (feat. Tinie Tempah) - Radio Edit	3
No Lies	2
Crazy Mama	1
Animal - Remastered	2
Again	1
Single Ladies (Put a Ring on It)	4
Freedom of Choice - 2009 Remaster	3
Romeo's Tune	1
(I Can't Help) Falling In Love With You	2
Candy Girl	6
willow - dancing witch version (Elvira remix)	1
Do That To Me One More Time	1
King	3
Jukebox in Siberia - 2015 Remaster	3
Gasolina	1
Learning To Fly	2
At Last	1
Sing It Back - Boris Dlugosch Mix	3
Like I Love You	3
Pride and Joy	2
City Lights	2
Kings & Queens	1
Boom Boom (Let's Go Back to My Room) - Rerecorded	1
Proud Mary	2
Pack Up	4
If I Can't Have You	3
Unholy (feat. Kim Petras)	2
lovely (with Khalid)	2
If You Had My Love	4
Sweet Dreams (Are Made of This) - Remastered	1
Fit but You Know It	1
What's Love Got to Do with It	8
Party Rock Anthem	3
Human	1
Maria Elena	2
Heroes (we could be)	1
My Prerogative - Remastered	1
Always Together - Remastered	3
My Happy Ending	1
bad guy	1
GAW - Zaheer Remix	2
Over You	1
Story of My Life	2
The Fly	6
I Am Pegasus	2
Sugar	8
Hard Love	1
Price Tag	4
One More Night	3
4 Seasons Of Loneliness	1
Songbird	3
Empire State Of Mind	6
Losing My Religion	4
Closing Time	6
What The World Needs Now Is Love/Abraham, Martin And John	5
Mundian To Bach Ke (Beware of the Boys) [Jay Z Remix]	1
Let's Dance - Radio Edit	3
Never Let Me Go	1
Reet Petite	2
Words	3
Russian Roulette	1
Made You Look	1
Mary Had A Little Lamb - 2018 Remaster	4
Polygraph Eyes	2
Susie Darlin	1
Sundown	1
If Looks Could Kill	4
Love In An Elevator - Single Version	1
Better Man	4
No More "I Love You's"	3
I Kiss Your Lips	1
One More Day (Stay with Me)	3
Dancing With The Devil	5
Puppy Love - Remix	3
Rhythm Is A Dancer	2
Inhale	2
They Don't Care About Us	1
Hung Up	1
Right Round (feat. Ke$ha)	1
Heart Of Glass - Special Mix	4
Symphonies feat Kid Cudi	2
Wild Things	6
Australiana	3
Every Little Thing She Does Is Magic - Remastered 2003	2
Teenage Dream	3
Don't Stop	5
Rumour Mill (feat. Anne-Marie & Will Heard)	2
You Got Nothing I Want	1
Eternal Flame - Remastered	4
San Franciscan Nights	4
Coming of Age	2
Curiosity Killed The Cat - 2002 Digital Remaster	3
We've Got Tonight	3
Centerfold	1
Half Mast	1
I Can Be Your Star	3
King Of The Mountain - Remastered	3
Kryptonite	5
That's the Way (I Like It) - 2004 Remaster	1
Precious to Me	2
West End Riot	2
The Warrior (feat. Patty Smyth)	2
Feels Like Heaven	3
Eloise - Single Version	5
Saturday Night (feat. Ludacris)	4
In Da Club	2
Rome Wasn't Built in a Day	2
Fingertips - Original Studio Version	1
You're Beautiful	5
September	2
Heard 'Em Say	1
Tears Always Win	4
Hey Boy Hey Girl	1
Come Around	1
No Rain	2
Fallin' in Love - Live	2
Hands Clean	5
Everything I'm Not	2
Stuck In The Middle With You	2
La La La	4
Warning	5
Break Up In A Small Town	1
No Matter What	2
Thinking out Loud	5
Secrets	6
One More Try	3
Mirrors - Radio Edit	1
Weak	1
Build Me Up Buttercup	1
Midnight In Moscow	3
Sunday Morning Coming Down - Live	2
Stan	1
By Your Side	3
Clark Griswold	2
Too Much	1
Man on Mars	2
Happenin' All Over Again - Radio	2
Born A Woman	1
Are You With Me - Radio Edit	4
When You're Looking Like That - Single Remix	1
Who You Lovin	3
...Ready For It?	2
Gypsys, Tramps & Thieves	3
Nobody's Fool	2
Sleepwalking	2
Wiggle (feat. Snoop Dogg)	2
Love Me Like You Do - From "Fifty Shades Of Grey"	4
The Goonies 'r' Good Enough - From "The Goonies" Soundtrack	3
OMG	1
Se a Vida E (That's the Way Life Is) - 2001 Remaster	4
20 Good Reasons	4
Freeway Of Love	1
Happy Now	4
Skeleton Dance	3
The Anthem	4
Supreme	3
Healing Hands	2
Porcelain	1
Josh	3
Foolish Little Girl	3
Feel This Moment (feat. Christina Aguilera)	7
Reelin' In The Years	1
Are You Magnetic?	5
Polyester Girl	5
Uprising	1
Cold Hard Bitch	1
Sad Songs (Say So Much)	1
Wonderful World	4
Key To My Heart	3
A Thousand Years (Glee Cast Version)	2
Don't Call Me Baby	1
Beautiful Soul - Radio Edit	2
Mine	3
New Moon Rising	3
I Love You Because	1
Piano Man	4
Fever for the Flava	2
Fantasy	3
Creepin' (with The Weeknd & 21 Savage)	2
Sometimes When We Touch	3
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit	1
Symphony (feat. Zara Larsson)	1
We Are Golden	2
Time to Wander	1
Girls Talk	3
I'll Never Break Your Heart	1
Swallowed	6
R.O.C.K. In The U.S.A. (A Salute To 60's Rock)	2
Eye Level (Original Theme from "Van Der Valk")	1
How Will I Know	2
Cry for You	5
Naughty - Radio Edit	1
Dear Lady Twist	4
Anything Could Happen	2
The Wonder of You	1
Go Your Own Way - 2004 Remaster	2
No Say In It	3
Another One Bites The Dust - Remastered 2011	4
Borrow My Heart	4
Underneath Your Clothes	2
Blackout	2
Rockabilly Rebel	1
He'll Have to Stay	1
Doesn't Mean Anything	5
Total Eclipse of the Heart	7
Dream On	5
(Girls Girls Girls Were) Made To Love	2
Over the Rainbow	1
Ride It - Jonas Blue Remix	2
I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)	5
Wild Night	1
We Are Done	4
My First Kiss (feat. Ke$ha)	3
Sweetest Thing - The Single Mix	2
Hip Hop Holiday (Radio Mix) [Bonus Track]	1
Roll Over Lay Down	4
Bend It	3
I Don't Think So	1
These New Knights	2
Girls Like You (feat. Cardi B)	3
Love In The Dark	3
One Last Breath	3
The Girls - Radio Edit	3
Uptown Funk (feat. Bruno Mars)	2
Do The Bartman	2
Obsesion (No Es Amor) (feat. Baby Bash)	3
Homemade Dynamite - REMIX	5
Peggy Sue	5
When the Beat Drops Out	3
Foolish	2
Sky Pilot	3
I Take It Back	2
Hot2Touch	3
Born To Be Wild	3
Timber (feat. Ke$ha)	5
Ignition - Remix	1
If You Want My Love	2
Beggin'	2
My Heart Will Go On - Love Theme from "Titanic"	6
Better Together	2
California Gurls	2
9Pm (Till I Come)	1
Behind These Hazel Eyes	6
Swalla (feat. Nicki Minaj & Ty Dolla $ign)	1
All You Zombies	2
I Can Hear Music	1
No One Knows	1
Weir	1
Two Strong Hearts	3
Guitar Band	1
A Mean Pair of Jeans	2
Wild Eyes	2
I'll Be Missing You (feat. Faith Evans, 112)	2
It's Raining Men	2
Make Up Your Mind	2
Everybody's Free (To Wear Sunscreen)	3
How to Dance	4
Wings of a Dove	1
Kids	2
Wuthering Heights	1
Free Loop	2
Hush Hush; Hush Hush	4
(If You're Not In It For Love) I'm Outta Here!	5
Eyes Without A Face	1
You're Gonna Go Far, Kid	1
Hand on Your Heart	3
Tiny Dancer	2
I Wanna	2
You're The One That I Want - From "Grease" Original Motion Picture Soundtrack	3
Gypsy Woman	2
Yellow	3
Have You Ever Really Loved A Woman?	1
Runaways	3
Clocks	3
Butter	2
The Man	5
Be My Lover	4
Nothing	2
When It All Falls Apart	1
Superstition - Single Version	4
When You Walk in the Room	3
Stay (with Alessia Cara)	1
Without You Here	4
Walkin' On The Sun	3
Back At One	2
7 Days	1
Peanut Butter Jelly	2
Black or White - Single Version	2
Mountain	2
Please Don't Leave Me	3
That Don't Impress Me Much	1
Sally Go Round The Roses	1
Hi Honey Ho	2
Lady In Blue	2
Before Too Long	2
History	5
Burnin' for You	5
3AM Eternal - Live at the S.S.L.	3
Alright	3
Hot	3
Therapy	2
Could It Be Forever - remastered	2
A Man Without Love	2
Peter Gunn (feat. Duane Eddy)	3
Almost Love	3
Tonight I Wanna Cry	4
This Is It - 7" Version	3
This Diamond Ring	2
Heartaches By The Number	1
My Boy Lollipop	2
Mo Money Mo Problems	2
That's What I Like	2
Swamp Thing	2
Right Here - Human Nature Radio Mix	1
Hello, Goodbye - Remastered 2009	1
Mr. Saxobeat - Radio Edit	1
Right Place Right Time	3
Two Out of Three Ain't Bad	3
I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Darker (Original Motion Picture Soundtrack)"	2
I’m Ready (with Demi Lovato)	4
Tell Her About It	4
Chemicals	2
Don't Give Me Your Life - Radio Version	3
Sunshine	2
Mood (feat. iann dior)	4
Unorthodox - Radio Edit	1
Mama's Little Girl	1
Rhiannon	3
Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)	4
Sheila	2
Call It What You Want	1
L.O.V.E.	4
Fly Me To The Moon	3
Look Alive (feat. Drake)	1
Shiny Shiny	2
Misery	5
Friends (with BloodPop®)	1
Psycho (feat. Ty Dolla $ign)	1
Music To My Heart	1
Freak On a Leash	5
Me And My Broken Heart	1
Love Will Lead You Back	4
Breathing	1
One More Night - 2016 Remaster	2
Fix You	1
Mr. Bojangles	1
Bigger Than Us	3
You're My Best Friend - Remastered 2011	2
Shot Through The Heart	1
Mountain Sound	2
Same Old Girl	2
Words - Original Version 1983	2
Gasoline Alley Bred	1
We're An American Band - Remastered 2002	2
Put Your Hand Up - Radio Mix	2
Feelin' Alright	1
I Think I'm in Love with You	1
Piece of My Heart	1
Motor's Too Fast	2
Hold On Tight	2
If You Wanna Be Happy	2
Hey Brother	5
Closer - Doeld Remix	3
How Long	1
Poker Face	1
Crimson & Clover	3
Long Road To Ruin	1
Rockin’	2
Her Diamonds	3
Lovefool	2
Love Is All Around - From "Four Weddings And A Funeral"	2
Your Love Still Brings Me To My Knees	1
Starry Eyed	1
Lost!	5
I Wish	2
Boom Boom Pow	1
De Do Do Do, De Da Da Da - Remastered 2003	1
Open Season	1
So Sick	2
Bigger	1
I Really Don't Want to Know	2
Be Somebody	3
Devil Woman	4
Funny Way Of Laughin’	4
I Ran (So Far Away)	2
Ring Ring Ring	3
Heart And Soul	1
Never Again	1
Sweet Home Alabama	3
Paranoid	2
Ugly Heart	2
One Call Away	1
I'll Remember (Theme from the Motion Picture With Honors)	3
50 Years	1
Swing - Joel Fletcher Remix	2
3	5
Route 66	3
A Thousand Years	3
Sway	5
Stockholm Syndrome	4
Side Effects (feat. Emily Warren)	2
Last Night	4
Cool World - Digitally Remastered	1
Take Me to Church	5
Sorry Suzanne - 1998 Remaster	2
The Morning After - Single Version	2
Music	3
Minority	2
Finally Found	2
Dangerous (feat. Sam Martin)	2
U Sure Do	2
Cuz I Love You	6
I'm Every Woman	1
Le Freak - 2018 Remaster	2
Trick Me	3
Runaway Boys	2
Oh Carol	3
Radar Love	2
Jailhouse Rock	2
Throw It Away	4
Stole the Show	3
Blue Bayou	4
House of the Rising Sun	1
Fake A Smile	2
Blaze Of Glory - From "Young Guns II" Soundtrack	1
Beautiful People (feat. Khalid)	2
Today	3
Cambodia - Single Version	1
Little Bad Girl (feat. Taio Cruz & Ludacris)	2
I Owe You Nothing	2
Let It Hurt	2
Is This Love?	1
Still into You	2
Those Oldies But Goodies	2
Blow Me (One Last Kiss)	3
Alive - 2006 Remaster	5
Lazy Sunday (Mono Version) (2018 Remaster)	1
4ever	4
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix	2
Nothing Can Divide Us	4
I Kissed A Girl	1
Sexy Eyes - Single Version	1
Child's Play	3
Eye of the Tiger	3
Poison Arrow	4
California Love - Original Version	3
Savin' Me	3
Choose You	3
Levitating	3
Hello Muddah, Hello Fadduh! (A Letter from Camp)	5
House of Love	1
Saved By The Bell	2
Something In The Way You Move	1
I'm Blue (The Gong-Gong-Song)	2
Dancing in the City	1
Five More Hours	5
Tears (feat. Louisa Johnson)	1
Mind Your Manners (feat. Icona Pop)	1
Baby It's You	5
Ain't My Fault	3
All I Wanna Do	5
Hey Jealousy	2
Streets	3
The Lady In Red	3
Touch The Sky	2
I Like Dreamin'	1
Everybody Wants To Rule The World	2
Wand'rin' Star	2
Just The Two Of Us	2
Chasing Cars	3
Cool For Cats	2
(Marie's The Name) His Latest Flame	1
Faded White Dress	2
Space Oddity - 2009 Remastered Version	3
Never Seen Anything "Quite Like You"	1
Cream	2
Teenage Dirtbag	3
What You Know	3
I See You Baby (feat. Gramma Funk) - Fatboy Slim Radio Edit	1
Rock Lobster	2
Hide Away	2
Take A Look Around	1
Sex On The Radio	1
If Only	1
I'll Make Love To You	5
Mamy Blue	3
Genie In a Bottle	3
This Ain't a Love Song - Radio Edit	1
What's My Scene - 2005 Remaster	2
Tennis Court	4
Say It Once - Single Edit	4
The Show	2
Dancing In The Street	2
Youngblood	1
Kitty	5
Rolling in the Deep	3
Bohemian Rhapsody - Remastered 2011	2
Five More Minutes	2
Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor]	3
Paper In Fire	1
Love & Devotion - Club Mix	1
Lemon Tree	2
Carry on Wayward Son	2
Lean On (feat. MØ & DJ Snake)	5
Don't Cry for Me Argentina	1
I'm Gonna Miss You	2
Fast Car	4
Summer Of '69	1
Running Back (feat. Flo Rida)	4
Last Train To Trancentral - Live From The Lost Continent	1
Come & Get It	2
Young Guns (Go for It!)	1
I Gotcha	3
United States Of Whatever	3
I Like It	4
Lost on You	2
Blue Eyes	2
Worship	2
Caught In The Crowd	2
Little Sister	1
The Memory Remains	2
Love Is Only a Feeling	2
Solid Rock - Remastered Version	3
A Hundred Pounds Of Clay - 1995 Digital Remaster	2
I Wanna Be A Hippy	2
Up Where We Belong	1
Faded	11
Mama Weer All Crazee Now	2
Blue Suede Shoes	1
Yellow Submarine - Remastered 2015	2
Tom's Diner - 7" Version	3
Sail The Wildest Stretch	4
Mull Of Kintyre	3
Livin' It Up	5
No Surprises	1
That Beep	2
These Days (feat. Jess Glynne, Macklemore & Dan Caplen)	2
She's A Rainbow - Full Version / With Intro	2
The Witch Queen of New Orleans	2
Happy Together	2
All Your Exes	3
You And Me	2
1955	2
Le Freak	3
Smoke on the Water - 1997 Remaster	1
The Chain - 2004 Remaster	2
I'm Your Man	1
Paralyzer	1
Teen Angel	1
Turn Me Loose	1
Sand in My Shoes	1
Never Ending Story	1
Money (That's What I Want) - Single Version / Mono	3
Standing With You	3
Thank You - Single Edit	2
Juke Box Hero	1
If I Had No Loot	1
Chulu Chululu	1
Juju on That Beat (TZ Anthem)	1
Meant to Be (feat. Florida Georgia Line)	2
Joyride - Single Version	2
Lies	1
Don't Wanna Let You Go - Radio Edit	2
Jeans On	2
I Hate the Music	5
Gladiator	3
Cocoon	2
Sledgehammer	4
Yummy	2
I Want You Back - Radio Edit	2
Hitchin' a Ride	2
Irreplaceable	1
Ring My Bell	2
Alive	4
Listen With Your Heart	1
Games People Play	1
Come Together - Remastered	2
London Still - Original	2
Secret	1
Aussie As	1
By the Way	3
Hey Baby (Drop It to the Floor) (feat. T-Pain)	2
Like Only A Woman Can	3
When I Get There	5
Lying	1
Dreamlover	2
Do It Again	7
Khe Sanh - 2011 Remastered	3
Sunroof	1
If You Love Me (Let Me Know)	2
Missing - Todd Terry Remix / Radio Edit	2
All The Small Things	1
When a Man Loves a Woman	1
Show Me Love	4
Changed The Way You Kissed Me (Radio Edit)	2
Rare	1
Can't Help Myself	2
I Don't Believe You	1
Spoonman	1
When You Were Young	1
Four to the Floor - Thin White Duke Mix; Short Version	4
Find U Again (feat. Camila Cabello)	4
Hustle	1
Blow Up The Pokies	1
The Rain The Park And Other Things	2
Girl On Fire (feat. Nicki Minaj) - Inferno Version	2
Clap Your Hands	2
Generator	1
One Word	2
You're Nobody 'Til Somebody Loves You	1
Even Better Than The Real Thing	2
Hooked On A Feeling	2
Walks Like Rihanna	6
I Get a Little Sentimental over You	5
Anyone Who Had a Heart - 2003 Remaster	3
Pink Cadillac	2
Riverside	1
Psychotic Reaction	2
Slipstream	1
Get Back - Remastered 2009	3
Clothes Off!!	2
Steal My Girl	3
Lovers Who Wander	2
imagine	1
Good Life	3
Sympathy For The Devil	1
Need You Now	3
I'm So Excited	2
If You Don't Know Me by Now - 2008 Remaster	3
Endless Road	2
Our Day Will Come - Single Version	1
Blow Me (One Last Kiss) - Radio Edit	4
Block Rockin' Beats	2
In My Head	4
I See Fire - From "The Hobbit - The Desolation Of Smaug"	2
Out With My Baby	1
In The Air - Axwell Radio Edit	1
Midnight Midnight	3
Pash	1
Help	4
I Still Call Australia Home - Single Version	2
Little Green Bag - Single Edit	2
You Don't Bring Me Flowers (with Neil Diamond)	2
Military Madness	2
Paloma Blanca	2
Never Miss Your Water	2
If I Had You	1
On Top	6
Devil Gate Drive	1
Marry You	1
Uptown Festival - 7" Version	1
One - Remastered	1
1-800-273-8255	7
Drums Of Fate	2
1979 - Remastered 2012	1
Sing My Love	3
I Bet You Look Good On The Dancefloor	3
The Ending Is Just The Beginning Repeating	2
Encore Une Fois	2
The Fear	4
Penny Lane - Remastered 2009	1
Love Potion No. 9	4
I Want To Know What Love Is - Single Edit	5
Save Tonight	6
We R Who We R	4
Heat Wave	3
Speed of Sound	1
Dandy	2
Slow Hands	4
Golden Brown	1
Jar of Hearts	1
Hula Hoop	2
Be Mine	1
Michelle	1
Beep	2
Back on the Chain Gang - 2007 Remaster	1
Don't You Know It's Magic	2
I Know What You Want (feat. Flipmode Squad)	1
We're All In This Together	4
A.I.M. Fire!	3
Rocksteady	1
Have You Ever Seen The Rain?	1
With Ur Love (feat. Mike Posner)	2
Joy	2
Superman	3
Harder To Breathe	5
Breathless	3
O Yeah	2
Your Woman	2
Endless Love (with Mariah Carey)	1
Million Years Ago	1
Honey Come Back	3
Stay Awake - Radio Edit	2
Drink Too Much	2
Goodbye - Remastered 2010 / Bonus Track	1
It Takes Two	1
I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978	2
Where Have You Been	2
Lil' Red Riding Hood	1
Nasty Girl - Main	3
Fun (feat. Chris Brown)	1
Home	3
My Eyes Adored You	2
Bless You	3
Hocus Pocus - Original Single Version	2
Miss Sarajevo	2
Praying for Time - 2010 Remastered Version	4
Nothing Else Matters	4
Marea (we’ve lost dancing)	2
Freedom	3
Black Velvet	2
The Hustle	1
Love Is in the Air - Ballroom Mix	1
Talk Is Cheap	1
Two Wrongs (feat. Claudette Ortiz)	1
WAP (feat. Megan Thee Stallion)	4
Music Sounds Better With You - Radio Edit	2
Warm Ride	1
Real Wild Child (Wild One)	3
03' Bonnie & Clyde	3
FWMGAB	3
Old Man Emu	4
Bad Child	2
Angels Brought Me Here	3
Leave It Alone	2
Lakini's Juice - New Album Version	3
Just A Little	3
Father Figure - Remastered	3
Let's Get Married (feat. Run) - ReMarqable Remix	2
Just What I Needed	3
Free Your Mind	1
Little Secrets	1
Fred Astaire	2
Cover Me In Sunshine	1
My Head & My Heart	2
Come A Little Bit Closer	1
Everybody (Backstreet's Back) - Radio Edit	1
Jellylegs	2
Like It's Her Birthday	2
Jackie - Radio Edit	2
Buses and Trains - Radio Edit	1
Love Sex Magic (feat. Justin Timberlake)	1
Never Be the Same	2
I'll Never Fall In Love Again	2
Hymn for the Weekend	2
Blinded By The Light - Single edit	2
Sweet Soul Music	2
I Like Me Better	3
You've Really Got A Hold On Me	1
Tobacco Road	2
Just A Dream - Main	3
You've Lost That Lovin' Feelin' - 2006 Digital Remaster	3
Hold Me Now	5
Seasons	1
Don't Need Love	4
Needles and Pins	3
Clair	3
Amigos Para Siempre - Friends for Life	4
My Sweet Lord - Remastered 2014	4
Hard to Say I'm Sorry - 2007 Remaster	1
I (Who Have Nothing)	1
Mustang Sally	1
Come As You Are	1
Middle	1
Follow You	3
Light My Fire	2
Surrender - Ultamix	3
Locked Away (feat. Adam Levine)	3
Someday (feat. Meghan Trainor)	2
You Used to Hold Me	3
Stay The Night - Featuring Hayley Williams Of Paramore	2
Say You Love Me	3
Summer Love	2
Love The Way You Lie	1
Disturbia	1
Boys Like You (feat. Gossling)	2
Starstrukk	4
Put Your Hand in the Hand	2
You're My World (Il Mio Mondo) - Mono	1
In Your Room	2
Let Me Down Easy	3
Sorry Not Sorry	2
Since U Been Gone	2
Can't Fight This Feeling	4
Beautiful	5
DARE	2
Super Far	2
Dreams - 2004 Remaster	1
Nights With You	2
Wild Ones (feat. Sia)	3
Horny - Horny '98 Radio Edit	1
Spectrum	1
Way Love's Supposed To Be	1
I Believe In You	3
The Wild One - Single Version	3
Keep Your Hands Off My Girl	1
YOU'RE GONNA LOVE THIS	3
Every Rose Has Its Thorn - Remastered 2003	1
Almost	3
Lover Lover	1
The Ketchup Song (Asereje) - Spanish Version	2
Don't You Want Me	1
What Do You Mean?	5
Gives You Hell	3
Please	1
Mr. Tambourine Man	4
Attention	1
Green	2
SOS (feat. Aloe Blacc)	2
A Little Less Conversation - JXL Radio Edit Remix	2
No More (Baby I'ma Do Right)	4
The Rhythm of the Night	1
Black And White	1
For the Good Times	3
The Creeps (Radio Edit)	3
Don't Wanna Try	2
Young Forever	1
Dirty Picture	1
Only Want You (feat. 6LACK)	3
Great DJ	1
Let's Dance	2
I Love It	1
Heartbeat Loud	1
Blue (Da Ba Dee)	3
Live My Life	3
One Last Song	1
The Other Side (from Trolls World Tour)	2
Bad Liar	2
Where The City Meets The Sea	3
Set You Free - 1994 Edit	1
You Beat Me To The Punch - Stereo Version	1
Reckless	3
Feel Like Makin' Love	3
Something About The Way You Look Tonight - Edit Version	3
A Beat For You	4
Lightning's Girl	2
Forever Young	4
Hero (feat. Josey Scott)	2
Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)	2
Bangarang (feat. Sirah)	1
Through the Wire (Radio Edit)	6
Just My Type	1
You Got Nothing I Want - 2011 Remastered	3
What You're On	5
The Worlds Greatest Mum	2
Morning After Dark (Featuring Nelly Furtado & SoShy)	1
I Need Somebody	2
Same Old Love	5
In the Closet - Single Version	2
Unwell - 2007 Remaster	5
Wild Wild Love (feat. G.R.L.)	1
Get That Jive - 2006 Remaster	3
Cheap Wine	2
Try Again	1
Say Something	4
Call On Me - Ryan Riback Remix	3
B with Me	1
Photograph	2
I Want It All - Single Version	2
High Hopes	3
Whenever You Need Somebody	3
When Julie Comes Around	5
Don't Think I'm Not	1
O.P.P.	2
Regulate	2
Walking To New Orleans - Remastered	2
Makes Me Wonder	1
Killing Me Softly	3
Never Knew I Needed (From "the Princess and the Frog")	1
The Dead Heart - 2007 Remastered	2
Rhymes	2
A Little Bit More	5
Listen To What The Man Said - 1993 Digital Remaster	2
Don't Stop Me Now - Remastered 2011	6
Take Care	1
Grenade	6
Billie Jean	2
Mascara	1
This Is Your Night	3
Just A Girl	2
You're the One	2
Someone Like You	2
Lady (Hear Me Tonight)	1
Love Takes Time	1
Til Death - Denzal Park Radio Edit	4
Waiting for a Star to Fall	2
All Good Things (Come To An End) - Radio Edit	1
Angels Like You	1
Hey Mama	2
Wait for You	4
Work It	1
No Excuses	3
The Streak	1
All I Am	1
Never Be Your Woman - SHY FX Radio Edit	1
Dress You Up	1
Change Your Life	1
Iris	3
I'm Gonna Be Strong	1
My Boy	1
Why Do You Lie To Me	2
Roll On	2
She's Got Me Dancing	4
I Will Always Love You	7
Der Kommissar	2
Cheap Wine - 2011 Remastered	2
On The Road Again	3
CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS")	3
Cocaine	1
Daffodils (feat. Kevin Parker)	1
Titanium (feat. Sia)	2
Heaven (Must Be There) - 2007 Remastered	2
Onionskin	1
Stay with Me Till Dawn	1
No Promises (feat. Demi Lovato)	2
Summer Rain (Single Remix)	3
Great Southern Land	5
Scared to Be Lonely	2
Nothing's Real but Love	2
Wrapped Up (feat. Travie McCoy)	3
Not Over You	2
What Do You Mean? - Acoustic	4
That's Freedom	4
September Song	2
Stickwitu	1
Take Over Control	1
Sweet About Me	3
Growing Up (feat. Ed Sheeran)	3
Start Me Up - 2009 Re-Mastered Digital Version	3
When I Get Where I'm Going (feat. Dolly Parton) (feat. Dolly Parton)	3
Stop The Music	1
The Last Farewell	1
Love Me Harder	1
Children Of The Revolution	2
In These Arms	1
Remind Me to Forget	2
Dusk Till Dawn (feat. Sia) - Radio Edit	2
Havana (feat. Young Thug)	2
Buddy Holly	2
Let's Get It Started	4
Layla	2
UFO	1
Swing The Mood	2
Give A Little Bit	1
Get Up (Rattle) - Radio Edit	2
Best of You	5
Why Not	3
Accidently Kelly Street	2
Sugar (feat. Francesco Yates)	1
16	3
Ooh La La	2
Wanna Be Up	1
Heathens	3
I Can Change	4
Cry In Shame	4
Like The Way I Do	1
Break Free	5
Shape of My Heart	3
Black Betty	3
Welcome Home	2
My Friend	2
That Ain't Bad	3
I Finally Found Someone (feat. Bryan Adams)	1
Do You See What I See?	2
You Needed Me	2
Heartbreak Hotel (feat. Faith Evans & Kelly Price)	3
Because	2
Any Way You Want It	1
Suffer	4
These Days - Two Hands Version	2
Prayer in C - Robin Schulz Radio Edit	5
This Fire	1
Horror Movie - remastered	2
Chandelier	3
Don't Go Breaking My Heart	6
P.Y.T. (Pretty Young Thing)	2
Sex	2
You're An Ocean	1
Kiss The Dirt (Falling Down The Mountain)	2
Pieces Of Me	1
Everybody Have Fun Tonight	1
Sweet Talk	2
Just A Song About Ping Pong	2
I.O.U. - Remastered	5
F.U.R.B. (F U Right Back)	3
In Love Again	3
Someone	2
Money For Nothing	1
Year of the Cat - 2001 Remaster	2
Who's That Girl (feat. Eve)	3
Isn't It Time	1
B.O.T.A. (Baddest Of Them All) - Edit	2
Don't Waste Your Time	2
Stumblin' In	3
Killing Me Softly With His Song	1
Theme from Rush	2
Unforgettable (Duet with Nat King Cole)	2
Believer	6
Hot Summer Nights	4
Without Me	2
When I Come Around	2
What Other People Say	2
P.T. 109	1
The War Song - Remastered 2003	1
Forever	7
Show Me Heaven - From "Days Of Thunder"	3
Like a Stone	2
AFTERGLOW	2
Funky Cold Medina	4
Runnin' Down A Dream	3
Punching In A Dream	3
